visitorid,first_activity,last_activity,total_events,unique_items,unique_categories,count_views,count_addtocart,count_transaction,session_duration_seconds,events_per_second,addtocart_ratio,purchase_ratio,view_to_purchase_ratio,anomaly_score,is_abnormal
1011481,2015-08-08 15:12:11.038,2015-08-21 14:49:22.682,5,2,1,2,2,1,1121831.644,4.456996757706007e-06,1.0,0.5,0.5,-1,1
1011731,2015-07-27 18:11:54.887,2015-07-27 18:14:27.614,3,1,1,1,1,1,152.727,0.01964289221945039,1.0,1.0,1.0,-1,1
1011776,2015-07-18 13:52:59.580,2015-07-18 13:53:53.582,2,1,1,1,1,0,54.002,0.037035665345727935,1.0,0.0,0.0,-1,1
1011817,2015-08-23 11:10:10.357,2015-08-23 11:25:52.895,4,2,2,2,1,1,942.538,0.0042438607249787276,0.5,1.0,0.5,-1,1
1011902,2015-08-20 07:57:38.453,2015-08-20 07:59:01.067,2,1,1,1,1,0,82.614,0.024208971844965742,1.0,0.0,0.0,-1,1
1011964,2015-08-18 17:22:24.584,2015-08-18 17:42:00.574,21,8,4,10,7,4,1175.99,0.017857294704886947,0.7,0.5714285714285714,0.4,-1,1
1012108,2015-08-25 18:05:36.420,2015-08-25 18:12:20.482,5,1,1,1,2,2,404.062,0.012374338591602278,2.0,1.0,2.0,-1,1
1012446,2015-08-31 01:28:39.084,2015-08-31 01:31:10.442,2,1,1,1,1,0,151.358,0.01321370525509058,1.0,0.0,0.0,-1,1
1012447,2015-09-06 06:03:21.281,2015-09-06 06:03:47.234,2,1,1,1,1,0,25.953,0.07706238199822757,1.0,0.0,0.0,-1,1
1012478,2015-05-09 03:44:29.410,2015-05-09 03:45:06.799,2,1,1,1,1,0,37.389,0.053491668672604235,1.0,0.0,0.0,-1,1
1012717,2015-08-19 20:24:59.562,2015-08-19 20:33:26.117,3,1,1,1,1,1,506.555,0.005922357888087177,1.0,1.0,1.0,-1,1
1013035,2015-05-06 01:35:40.741,2015-05-06 01:39:47.632,3,1,1,1,1,1,246.891,0.01215111121912099,1.0,1.0,1.0,-1,1
1013418,2015-07-19 05:02:53.002,2015-08-31 22:43:12.523,28,14,9,24,2,2,3778819.521,7.409721434007591e-06,0.08333333333333333,1.0,0.08333333333333333,-1,1
1013440,2015-06-23 23:01:08.850,2015-06-24 13:58:56.096,29,14,5,24,3,2,53867.246,0.0005383605465926363,0.125,0.6666666666666666,0.08333333333333333,-1,1
1013579,2015-05-22 06:09:37.208,2015-05-22 06:12:51.753,3,2,1,1,2,0,194.545,0.015420596777095275,2.0,0.0,0.0,-1,1
1013587,2015-08-04 17:03:02.802,2015-08-04 17:09:22.963,4,1,1,2,1,1,380.161,0.010521857844439592,0.5,1.0,0.5,-1,1
1013626,2015-09-14 21:36:21.707,2015-09-14 21:39:23.022,3,1,1,1,1,1,181.315,0.01654579047513995,1.0,1.0,1.0,-1,1
1013810,2015-08-03 20:45:40.441,2015-08-05 12:45:30.346,42,16,2,34,5,3,143989.905,0.0002916871151488016,0.14705882352941177,0.6,0.08823529411764706,-1,1
1013847,2015-05-31 06:33:25.294,2015-05-31 06:35:59.716,3,1,1,1,1,1,154.422,0.019427283677196254,1.0,1.0,1.0,-1,1
1013883,2015-06-15 17:21:44.198,2015-08-03 18:46:05.860,24,13,6,9,8,7,4238661.662,5.662164596708026e-06,0.8888888888888888,0.875,0.7777777777777778,-1,1
1013903,2015-07-28 04:01:05.824,2015-07-28 04:01:18.681,2,1,1,1,1,0,12.857,0.1555572839698219,1.0,0.0,0.0,-1,1
1013977,2015-05-08 00:55:43.913,2015-05-08 00:55:45.135,2,1,1,1,1,0,1.222,1.6366612111292962,1.0,0.0,0.0,-1,1
1013981,2015-08-04 23:48:46.646,2015-08-05 00:03:06.865,5,4,4,1,4,0,860.219,0.005812473335278574,4.0,0.0,0.0,-1,1
1014071,2015-07-09 17:22:23.389,2015-07-22 15:00:37.683,28,20,11,17,7,4,1114694.294,2.5118994643386953e-05,0.4117647058823529,0.5714285714285714,0.23529411764705882,-1,1
1014131,2015-07-08 11:46:41.770,2015-07-08 11:51:46.580,3,1,1,1,1,1,304.81,0.00984219677832092,1.0,1.0,1.0,-1,1
1014157,2015-05-18 14:39:30.609,2015-05-18 14:40:16.360,2,1,1,1,1,0,45.751,0.04371489147778191,1.0,0.0,0.0,-1,1
1014162,2015-08-13 17:31:30.591,2015-08-13 17:31:32.180,2,1,1,2,0,0,1.589,1.2586532410320956,0.0,0.0,0.0,-1,1
1014189,2015-06-16 19:42:45.364,2015-08-12 06:16:15.103,20,7,2,13,4,3,4876409.739,4.10137807740934e-06,0.3076923076923077,0.75,0.23076923076923078,-1,1
1014276,2015-05-20 03:00:07.022,2015-05-20 03:00:24.795,2,1,0,1,1,0,17.773,0.1125302425026726,1.0,0.0,0.0,-1,1
1014288,2015-05-27 22:10:51.682,2015-05-27 22:27:31.279,4,2,1,1,2,1,999.597,0.004001612649897909,2.0,0.5,1.0,-1,1
1014314,2015-07-14 17:09:17.082,2015-07-14 17:24:03.091,4,1,1,1,1,2,886.009,0.004514626826589797,1.0,2.0,2.0,-1,1
1014471,2015-06-11 01:29:32.172,2015-06-11 01:31:22.780,3,3,1,1,2,0,110.608,0.027122812093157818,2.0,0.0,0.0,-1,1
1014578,2015-08-11 02:41:58.131,2015-08-11 02:41:59.209,2,1,1,2,0,0,1.078,1.8552875695732838,0.0,0.0,0.0,-1,1
1014657,2015-05-06 01:52:30.218,2015-05-06 01:54:37.471,2,1,1,1,1,0,127.253,0.01571672180616567,1.0,0.0,0.0,-1,1
1014701,2015-07-20 19:12:31.141,2015-07-20 19:16:59.834,12,5,1,3,5,4,268.693,0.04466063499979531,1.6666666666666667,0.8,1.3333333333333333,-1,1
1014920,2015-06-24 05:29:42.757,2015-06-24 05:29:44.075,2,1,1,2,0,0,1.318,1.5174506828528072,0.0,0.0,0.0,-1,1
1014952,2015-09-02 20:52:43.230,2015-09-02 20:52:52.711,2,1,1,1,1,0,9.481,0.2109482122139015,1.0,0.0,0.0,-1,1
1015072,2015-08-21 22:56:31.765,2015-08-21 22:58:13.814,2,1,1,1,1,0,102.049,0.019598428206057873,1.0,0.0,0.0,-1,1
1015123,2015-06-06 21:06:23.850,2015-06-06 21:11:12.729,3,1,1,1,1,1,288.879,0.01038497087015671,1.0,1.0,1.0,-1,1
1015142,2015-06-21 20:33:51.343,2015-06-21 20:33:51.438,2,1,1,2,0,0,0.095,21.05263157894737,0.0,0.0,0.0,-1,1
1015528,2015-07-23 18:28:47.113,2015-07-23 18:31:18.144,2,1,1,1,1,0,151.031,0.013242314491726864,1.0,0.0,0.0,-1,1
1015540,2015-06-19 03:56:56.294,2015-06-19 03:56:59.409,2,1,1,1,1,0,3.115,0.6420545746388443,1.0,0.0,0.0,-1,1
1015699,2015-07-13 08:40:04.867,2015-07-13 08:40:17.195,2,1,1,1,1,0,12.328,0.16223231667748217,1.0,0.0,0.0,-1,1
1015807,2015-09-05 21:32:56.009,2015-09-05 21:41:10.062,3,1,1,1,1,1,494.053,0.006072223020607101,1.0,1.0,1.0,-1,1
1015810,2015-08-16 19:15:00.479,2015-08-16 19:16:05.139,2,1,1,1,1,0,64.66,0.03093102381688834,1.0,0.0,0.0,-1,1
1015928,2015-07-01 07:31:22.407,2015-09-07 01:29:51.390,300,176,22,199,101,0,5853508.983,5.1251309406250554e-05,0.507537688442211,0.0,0.0,-1,1
1015986,2015-09-01 05:24:28.663,2015-09-01 05:24:28.670,2,1,1,2,0,0,0.007,285.7142857142857,0.0,0.0,0.0,-1,1
1016463,2015-05-29 06:11:26.123,2015-05-29 06:13:25.830,4,3,2,2,2,0,119.707,0.03341492143316598,1.0,0.0,0.0,-1,1
1016496,2015-07-03 18:18:13.801,2015-07-03 18:20:23.490,3,1,1,1,1,1,129.689,0.02313226256660164,1.0,1.0,1.0,-1,1
1016800,2015-07-02 14:08:33.800,2015-07-02 14:08:57.325,2,1,1,1,1,0,23.525,0.08501594048884166,1.0,0.0,0.0,-1,1
1016836,2015-06-29 12:21:19.387,2015-06-29 12:21:34.222,2,1,1,1,1,0,14.835,0.13481631277384562,1.0,0.0,0.0,-1,1
1016855,2015-05-27 17:28:45.945,2015-05-27 18:45:43.437,4,1,1,2,1,1,4617.492,0.0008662711272699552,0.5,1.0,0.5,-1,1
1017067,2015-08-31 23:53:38.039,2015-08-31 23:53:38.055,2,1,1,0,2,0,0.016,125.0,0.0,0.0,0.0,-1,1
1017211,2015-09-07 06:25:38.350,2015-09-07 06:42:36.262,4,1,1,2,1,1,1017.912,0.003929612775957057,0.5,1.0,0.5,-1,1
1017262,2015-06-20 18:03:15.800,2015-06-20 18:03:16.801,2,1,1,1,1,0,1.001,1.9980019980019983,1.0,0.0,0.0,-1,1
1017263,2015-08-31 23:38:19.592,2015-08-31 23:43:14.339,4,2,2,1,1,2,294.747,0.013570960857956145,1.0,2.0,2.0,-1,1
1017798,2015-08-12 12:53:26.011,2015-08-13 09:58:14.091,4,2,1,2,1,1,75888.08,5.270920018005463e-05,0.5,1.0,0.5,-1,1
1017973,2015-07-13 00:23:32.369,2015-07-13 00:53:10.306,4,1,1,2,1,1,1777.937,0.002249798502421627,0.5,1.0,0.5,-1,1
1017997,2015-05-08 02:49:45.829,2015-05-08 03:20:49.781,21,8,5,12,5,4,1863.952,0.011266384542091213,0.4166666666666667,0.8,0.3333333333333333,-1,1
1018074,2015-08-30 17:41:53.161,2015-08-31 02:36:25.154,25,15,13,20,3,2,32071.993,0.0007794963038311963,0.15,0.6666666666666666,0.1,-1,1
1018203,2015-08-24 18:13:49.513,2015-08-24 22:44:25.529,4,1,1,2,1,1,16236.016,0.0002463658572398549,0.5,1.0,0.5,-1,1
1018216,2015-06-21 21:25:15.768,2015-06-21 21:38:44.629,4,1,1,2,1,1,808.861,0.004945225446646581,0.5,1.0,0.5,-1,1
1018459,2015-08-26 04:51:08.759,2015-08-26 04:51:09.785,2,1,1,1,1,0,1.026,1.949317738791423,1.0,0.0,0.0,-1,1
1018513,2015-05-07 20:38:47.296,2015-05-26 21:17:13.229,4,1,1,2,1,1,1643905.933,2.4332292497419924e-06,0.5,1.0,0.5,-1,1
1018526,2015-08-23 01:03:10.857,2015-09-15 20:57:55.308,11,8,5,8,2,1,2058884.451,5.342699049797234e-06,0.25,0.5,0.125,-1,1
1018575,2015-07-01 02:04:30.590,2015-07-01 02:05:37.173,2,1,1,1,1,0,66.583,0.030037697310124206,1.0,0.0,0.0,-1,1
1018845,2015-05-07 03:22:09.943,2015-05-07 03:22:23.170,2,1,1,1,1,0,13.227,0.15120586678763134,1.0,0.0,0.0,-1,1
1018870,2015-09-17 19:34:55.491,2015-09-17 19:34:55.963,2,1,1,2,0,0,0.472,4.237288135593221,0.0,0.0,0.0,-1,1
1018876,2015-09-10 17:50:07.638,2015-09-10 17:51:05.636,2,2,1,1,1,0,57.998,0.034483947722335255,1.0,0.0,0.0,-1,1
1018880,2015-09-04 18:31:30.983,2015-09-13 17:54:51.964,28,11,3,24,2,2,775400.981,3.611034894989383e-05,0.08333333333333333,1.0,0.08333333333333333,-1,1
1018888,2015-06-01 18:07:18.576,2015-06-01 18:07:19.911,2,1,1,1,1,0,1.335,1.4981273408239701,1.0,0.0,0.0,-1,1
1018903,2015-07-16 04:49:54.104,2015-07-16 04:50:53.715,2,1,1,1,1,0,59.611,0.033550854708023686,1.0,0.0,0.0,-1,1
1018934,2015-08-20 18:17:34.062,2015-08-20 18:18:03.844,2,1,1,1,1,0,29.782,0.06715465717547511,1.0,0.0,0.0,-1,1
1018985,2015-06-10 14:50:08.858,2015-06-10 15:26:19.343,5,2,2,2,2,1,2170.485,0.002303632598244171,1.0,0.5,0.5,-1,1
1019259,2015-06-08 20:23:33.406,2015-06-08 20:25:23.830,2,2,2,1,1,0,110.424,0.018112004636673187,1.0,0.0,0.0,-1,1
1019407,2015-05-17 17:47:18.727,2015-05-18 09:41:15.637,12,2,2,6,4,2,57236.91,0.00020965492371967669,0.6666666666666666,0.5,0.3333333333333333,-1,1
1019495,2015-08-26 05:53:21.108,2015-08-26 15:42:16.351,4,2,2,2,1,1,35335.243,0.0001132014289529578,0.5,1.0,0.5,-1,1
1019603,2015-08-20 17:35:58.091,2015-08-20 17:46:46.034,4,2,1,2,1,1,647.943,0.006173382535192139,0.5,1.0,0.5,-1,1
1019722,2015-07-21 18:45:56.863,2015-07-21 18:56:43.481,15,11,10,3,12,0,646.618,0.023197622089085053,4.0,0.0,0.0,-1,1
1019728,2015-05-22 17:25:57.061,2015-05-22 17:26:19.630,2,1,1,1,1,0,22.569,0.0886171296911693,1.0,0.0,0.0,-1,1
1019813,2015-06-10 13:53:17.206,2015-06-10 13:53:50.063,2,1,1,1,1,0,32.857,0.06086982986882552,1.0,0.0,0.0,-1,1
1019930,2015-07-09 03:19:05.567,2015-09-08 05:56:06.887,10,8,4,8,1,1,5279821.32,1.8940034887392742e-06,0.125,1.0,0.125,-1,1
1020024,2015-09-04 00:22:08.362,2015-09-04 05:02:03.558,18,1,1,6,7,5,16795.196,0.0010717350366140413,1.1666666666666667,0.7142857142857143,0.8333333333333334,-1,1
1020147,2015-07-28 01:40:01.159,2015-07-28 01:44:54.529,4,2,1,2,2,0,293.37,0.013634659303950643,1.0,0.0,0.0,-1,1
1020237,2015-09-14 23:37:27.756,2015-09-14 23:37:48.895,2,1,1,1,1,0,21.139,0.09461185486541464,1.0,0.0,0.0,-1,1
1020281,2015-08-22 00:30:51.078,2015-08-22 00:42:39.790,4,2,2,2,1,1,708.712,0.005644041585298401,0.5,1.0,0.5,-1,1
1020495,2015-05-07 04:38:55.023,2015-05-07 04:45:15.359,4,1,1,2,1,1,380.336,0.010517016532749989,0.5,1.0,0.5,-1,1
1020504,2015-07-26 21:49:31.863,2015-07-26 21:51:25.020,2,1,1,1,1,0,113.157,0.017674558356973055,1.0,0.0,0.0,-1,1
1020737,2015-06-15 22:58:05.152,2015-09-13 04:25:50.713,38,8,3,27,6,5,7709265.561,4.929133611927472e-06,0.2222222222222222,0.8333333333333334,0.18518518518518517,-1,1
1020763,2015-08-31 03:41:16.854,2015-08-31 03:50:59.060,5,1,1,3,1,1,582.206,0.008588025544223178,0.3333333333333333,1.0,0.3333333333333333,-1,1
1021122,2015-06-18 19:56:07.448,2015-06-18 19:57:54.291,2,1,1,1,1,0,106.843,0.018719055062100465,1.0,0.0,0.0,-1,1
1021170,2015-05-29 12:28:36.963,2015-05-29 12:31:05.915,4,1,1,2,1,1,148.952,0.026854288629894193,0.5,1.0,0.5,-1,1
1021339,2015-08-17 18:59:36.043,2015-08-17 19:00:00.945,2,1,1,1,1,0,24.902,0.08031483414986748,1.0,0.0,0.0,-1,1
1021527,2015-07-10 20:12:37.965,2015-07-10 20:26:51.752,9,3,1,5,2,2,853.787,0.010541270832186481,0.4,1.0,0.4,-1,1
1021611,2015-08-31 00:27:12.428,2015-08-31 00:27:19.743,2,1,1,1,1,0,7.315,0.27341079972658916,1.0,0.0,0.0,-1,1
1021811,2015-06-14 12:07:55.655,2015-06-14 21:34:51.316,41,20,6,32,5,4,34015.661,0.0012053271579817307,0.15625,0.8,0.125,-1,1
1022327,2015-06-09 18:23:46.552,2015-06-09 18:24:07.538,3,1,1,2,1,0,20.986,0.14295244448680072,0.5,0.0,0.0,-1,1
1022380,2015-07-25 22:37:47.257,2015-08-07 17:14:38.204,21,12,4,12,9,0,1103810.947,1.9024997040548467e-05,0.75,0.0,0.0,-1,1
1022416,2015-06-13 05:30:11.964,2015-06-13 05:34:12.358,2,1,1,1,1,0,240.394,0.008319675199880196,1.0,0.0,0.0,-1,1
1022503,2015-07-23 07:10:32.992,2015-07-23 07:23:46.696,3,1,1,1,1,1,793.704,0.0037797466057875482,1.0,1.0,1.0,-1,1
1022840,2015-07-06 19:57:55.163,2015-07-06 19:57:55.335,2,1,1,2,0,0,0.172,11.627906976744187,0.0,0.0,0.0,-1,1
1023090,2015-05-12 18:05:01.206,2015-05-12 18:10:06.634,3,2,1,1,1,1,305.428,0.00982228217452231,1.0,1.0,1.0,-1,1
1023179,2015-06-17 19:23:20.918,2015-06-17 19:30:47.409,3,1,1,1,1,1,446.491,0.006719060406592742,1.0,1.0,1.0,-1,1
1023195,2015-08-31 15:05:52.266,2015-09-15 17:51:24.250,45,11,9,34,8,3,1305931.984,3.44581498510875e-05,0.23529411764705882,0.375,0.08823529411764706,-1,1
1023198,2015-05-13 18:08:30.026,2015-05-13 18:30:18.441,4,1,1,2,1,1,1308.415,0.00305713401329089,0.5,1.0,0.5,-1,1
1023394,2015-06-25 21:53:40.960,2015-06-25 21:53:43.796,2,1,1,1,1,0,2.836,0.7052186177715092,1.0,0.0,0.0,-1,1
1023680,2015-08-31 22:13:36.145,2015-08-31 22:14:40.254,2,1,1,1,1,0,64.109,0.03119686783446942,1.0,0.0,0.0,-1,1
1023761,2015-07-19 19:48:46.514,2015-07-22 03:26:34.145,6,1,1,2,2,2,200267.631,2.9959908997974818e-05,1.0,1.0,1.0,-1,1
1023819,2015-08-26 05:14:42.868,2015-08-26 05:14:50.858,2,1,1,1,1,0,7.99,0.2503128911138924,1.0,0.0,0.0,-1,1
1023960,2015-06-10 15:05:38.910,2015-06-10 15:06:23.482,2,1,1,1,1,0,44.572,0.04487121959974872,1.0,0.0,0.0,-1,1
1024068,2015-07-07 01:33:11.763,2015-07-07 01:34:07.091,2,1,1,1,1,0,55.328,0.03614806246385194,1.0,0.0,0.0,-1,1
1024199,2015-06-26 17:56:31.322,2015-06-26 17:59:25.621,5,2,2,1,2,2,174.299,0.028686337844738063,2.0,1.0,2.0,-1,1
1024395,2015-06-25 19:50:35.630,2015-06-25 19:51:26.100,2,1,1,1,1,0,50.47,0.03962750148603131,1.0,0.0,0.0,-1,1
1024566,2015-07-31 03:36:14.991,2015-08-06 01:54:52.055,12,4,1,5,7,0,512317.064,2.3422994944396385e-05,1.4,0.0,0.0,-1,1
1024873,2015-08-15 11:40:14.074,2015-08-15 11:42:43.181,3,1,1,1,1,1,149.107,0.020119779755477612,1.0,1.0,1.0,-1,1
1024919,2015-07-22 21:02:38.175,2015-07-22 21:04:22.301,3,1,1,1,1,1,104.126,0.028811247911184525,1.0,1.0,1.0,-1,1
1024976,2015-08-20 03:40:52.867,2015-08-20 03:41:37.139,2,2,1,1,1,0,44.272,0.04517528008673654,1.0,0.0,0.0,-1,1
1024992,2015-09-13 20:40:02.041,2015-09-13 21:13:17.032,13,9,5,9,4,0,1994.991,0.006516320123749932,0.4444444444444444,0.0,0.0,-1,1
1025012,2015-08-21 02:51:11.025,2015-09-10 07:10:40.281,31,20,8,24,6,1,1743569.256,1.7779620679432306e-05,0.25,0.16666666666666666,0.041666666666666664,-1,1
1025080,2015-06-09 23:26:49.176,2015-06-09 23:26:49.254,2,1,0,2,0,0,0.078,25.641025641025642,0.0,0.0,0.0,-1,1
1025114,2015-08-12 02:18:51.478,2015-08-12 06:18:19.675,25,11,3,16,9,0,14368.197,0.0017399538717349156,0.5625,0.0,0.0,-1,1
1025263,2015-08-27 21:37:46.375,2015-08-27 21:45:15.154,4,1,1,2,1,1,448.779,0.00891307302703558,0.5,1.0,0.5,-1,1
1025426,2015-07-04 05:32:27.527,2015-07-04 05:33:10.652,2,1,1,1,1,0,43.125,0.0463768115942029,1.0,0.0,0.0,-1,1
1025486,2015-07-20 00:01:28.433,2015-07-20 00:01:29.042,2,1,1,1,1,0,0.609,3.284072249589491,1.0,0.0,0.0,-1,1
1025490,2015-06-26 18:07:04.140,2015-06-26 18:10:32.544,3,1,1,1,1,1,208.404,0.014395117176253814,1.0,1.0,1.0,-1,1
1025526,2015-07-30 17:11:44.026,2015-07-30 17:11:51.237,2,1,1,1,1,0,7.211,0.2773540424351685,1.0,0.0,0.0,-1,1
1025639,2015-07-28 18:17:52.725,2015-07-28 18:17:52.945,2,1,1,2,0,0,0.22,9.090909090909092,0.0,0.0,0.0,-1,1
1025645,2015-06-14 23:45:20.287,2015-06-14 23:47:58.803,4,2,2,2,2,0,158.516,0.025234045774559035,1.0,0.0,0.0,-1,1
1025715,2015-07-26 04:32:39.768,2015-07-26 04:47:38.777,6,1,1,3,2,1,899.009,0.006674015499288661,0.6666666666666666,0.5,0.3333333333333333,-1,1
1025923,2015-07-05 15:38:56.653,2015-07-05 15:39:04.590,2,1,1,1,1,0,7.937,0.2519843769686279,1.0,0.0,0.0,-1,1
1026145,2015-05-16 23:37:14.401,2015-05-16 23:39:30.226,3,1,1,1,1,1,135.825,0.022087244616234125,1.0,1.0,1.0,-1,1
1026300,2015-05-14 15:39:56.339,2015-05-14 15:40:03.218,2,1,1,1,1,0,6.879,0.2907399331298154,1.0,0.0,0.0,-1,1
1026425,2015-05-03 17:00:54.074,2015-05-03 17:14:21.335,12,8,1,9,2,1,807.261,0.014865080810295556,0.2222222222222222,0.5,0.1111111111111111,-1,1
1026467,2015-07-26 15:42:19.469,2015-07-31 14:44:24.711,11,5,2,7,2,2,428525.242,2.5669433027238098e-05,0.2857142857142857,1.0,0.2857142857142857,-1,1
1026613,2015-09-16 12:27:56.617,2015-09-16 12:27:56.717,2,1,1,2,0,0,0.1,20.0,0.0,0.0,0.0,-1,1
1026710,2015-09-09 23:53:04.658,2015-09-09 23:54:31.792,2,1,1,1,1,0,87.134,0.02295315261551174,1.0,0.0,0.0,-1,1
1026875,2015-06-17 16:41:35.828,2015-06-17 16:41:45.414,2,1,1,1,1,0,9.586,0.20863759649488836,1.0,0.0,0.0,-1,1
1026932,2015-09-15 12:52:52.742,2015-09-15 12:56:15.542,4,2,2,2,2,0,202.8,0.01972386587771203,1.0,0.0,0.0,-1,1
1026935,2015-08-07 22:31:11.592,2015-08-07 22:31:12.811,2,1,1,2,0,0,1.219,1.6406890894175552,0.0,0.0,0.0,-1,1
1026967,2015-07-21 02:23:11.960,2015-07-21 02:23:31.343,2,1,1,1,1,0,19.383,0.10318320177475107,1.0,0.0,0.0,-1,1
1027012,2015-07-01 21:14:37.975,2015-07-01 21:14:38.757,2,1,1,2,0,0,0.782,2.557544757033248,0.0,0.0,0.0,-1,1
1027133,2015-07-12 21:49:21.356,2015-07-12 21:52:20.697,2,2,1,1,1,0,179.341,0.01115193960109512,1.0,0.0,0.0,-1,1
1027161,2015-07-28 08:43:19.215,2015-07-28 08:45:21.337,2,1,1,1,1,0,122.122,0.016377065557393426,1.0,0.0,0.0,-1,1
1027308,2015-05-11 22:29:57.550,2015-05-11 22:34:11.982,4,1,1,2,1,1,254.432,0.01572129291912967,0.5,1.0,0.5,-1,1
1027328,2015-07-13 17:59:56.710,2015-07-13 18:06:30.231,4,1,1,2,1,1,393.521,0.010164641785317683,0.5,1.0,0.5,-1,1
1027357,2015-06-15 17:48:28.042,2015-06-22 17:50:12.228,4,2,2,2,1,1,604904.186,6.612617489805237e-06,0.5,1.0,0.5,-1,1
1027388,2015-09-12 22:43:25.942,2015-09-12 22:43:53.983,2,1,1,1,1,0,28.041,0.07132413252023823,1.0,0.0,0.0,-1,1
1027699,2015-07-18 22:17:18.323,2015-07-18 22:18:53.509,2,1,1,1,1,0,95.186,0.021011493286827894,1.0,0.0,0.0,-1,1
1027706,2015-08-27 00:45:15.632,2015-08-27 00:57:18.403,4,1,1,2,1,1,722.771,0.005534256355055751,0.5,1.0,0.5,-1,1
1027853,2015-08-08 02:39:38.864,2015-08-08 02:42:23.684,2,2,1,1,1,0,164.82,0.012134449702705982,1.0,0.0,0.0,-1,1
1027939,2015-07-07 16:21:02.501,2015-07-07 16:22:20.643,2,1,1,1,1,0,78.142,0.02559443065189015,1.0,0.0,0.0,-1,1
1027949,2015-06-17 15:58:42.249,2015-06-17 16:05:29.615,3,1,1,1,1,1,407.366,0.007364384852933234,1.0,1.0,1.0,-1,1
1028005,2015-08-11 01:58:14.795,2015-08-11 01:58:55.616,2,2,1,1,1,0,40.821,0.0489943901423287,1.0,0.0,0.0,-1,1
1028063,2015-07-02 19:53:04.531,2015-07-03 17:39:13.851,26,13,1,18,8,0,78369.32,0.0003317624805217143,0.4444444444444444,0.0,0.0,-1,1
1028070,2015-09-09 16:21:12.643,2015-09-09 16:23:22.560,2,1,1,1,1,0,129.917,0.01539444414510803,1.0,0.0,0.0,-1,1
1028180,2015-05-27 18:10:51.226,2015-05-28 02:20:47.666,4,1,1,2,1,1,29396.44,0.00013607089838089237,0.5,1.0,0.5,-1,1
1028187,2015-07-23 04:55:51.546,2015-07-23 05:08:50.883,3,1,1,1,1,1,779.337,0.0038494258581332594,1.0,1.0,1.0,-1,1
1028383,2015-07-15 21:02:20.553,2015-07-15 21:05:03.605,2,2,1,1,1,0,163.052,0.012266025562397273,1.0,0.0,0.0,-1,1
1028523,2015-09-15 19:51:05.834,2015-09-15 19:52:44.771,2,1,1,1,1,0,98.937,0.020214884219250634,1.0,0.0,0.0,-1,1
1028539,2015-07-19 04:44:35.511,2015-07-19 04:44:39.154,2,1,1,1,1,0,3.643,0.5489980785067252,1.0,0.0,0.0,-1,1
1028690,2015-09-08 19:17:26.588,2015-09-08 19:18:30.455,2,1,1,1,1,0,63.867,0.03131507664365009,1.0,0.0,0.0,-1,1
1028881,2015-09-12 18:15:54.304,2015-09-12 18:17:02.718,2,1,1,1,1,0,68.414,0.029233782559125326,1.0,0.0,0.0,-1,1
1028889,2015-05-16 00:38:04.901,2015-05-16 00:41:07.121,4,1,1,1,2,1,182.22,0.021951487213258698,2.0,0.5,1.0,-1,1
1028897,2015-09-16 21:29:10.770,2015-09-16 21:49:58.661,8,5,3,4,2,2,1247.891,0.006410816329310813,0.5,1.0,0.5,-1,1
1029094,2015-07-02 16:23:47.368,2015-07-02 16:37:10.657,4,1,1,2,1,1,803.289,0.004979527915855937,0.5,1.0,0.5,-1,1
1029199,2015-08-28 04:05:36.728,2015-08-28 04:07:49.677,2,1,1,1,1,0,132.949,0.015043362492384296,1.0,0.0,0.0,-1,1
1029486,2015-07-24 07:51:33.199,2015-07-24 07:51:33.609,3,3,1,3,0,0,0.41,7.317073170731708,0.0,0.0,0.0,-1,1
1029499,2015-06-03 06:18:37.849,2015-06-05 22:18:56.829,8,2,1,4,2,2,230418.98,3.471936209421637e-05,0.5,1.0,0.5,-1,1
1029501,2015-09-15 19:42:29.820,2015-09-15 19:42:46.051,2,1,1,1,1,0,16.231,0.12322099685786457,1.0,0.0,0.0,-1,1
1029507,2015-05-14 13:31:27.057,2015-05-14 13:31:27.544,2,1,0,2,0,0,0.487,4.106776180698152,0.0,0.0,0.0,-1,1
1029577,2015-08-30 18:20:28.391,2015-08-30 18:20:50.089,2,1,1,1,1,0,21.698,0.09217439395335976,1.0,0.0,0.0,-1,1
1029658,2015-06-30 17:26:09.984,2015-06-30 17:28:24.509,2,1,1,1,1,0,134.525,0.014867125069689648,1.0,0.0,0.0,-1,1
1029755,2015-06-22 17:46:24.847,2015-08-04 22:31:32.339,42,29,13,34,6,2,3732307.492,1.1253092112593813e-05,0.17647058823529413,0.3333333333333333,0.058823529411764705,-1,1
1029979,2015-05-13 19:15:05.610,2015-05-13 19:15:31.959,2,1,1,1,1,0,26.349,0.07590420888838285,1.0,0.0,0.0,-1,1
1030514,2015-07-02 05:15:59.765,2015-07-02 05:15:59.799,2,2,1,2,0,0,0.034,58.8235294117647,0.0,0.0,0.0,-1,1
1030663,2015-05-07 16:07:31.260,2015-05-07 16:09:04.713,2,1,1,1,1,0,93.453,0.02140113211988914,1.0,0.0,0.0,-1,1
1030680,2015-07-31 20:52:04.497,2015-07-31 20:56:02.173,2,1,1,1,1,0,237.676,0.008414816809438059,1.0,0.0,0.0,-1,1
1030794,2015-05-17 22:46:21.967,2015-09-06 23:55:16.565,8,3,2,4,2,2,9680934.598,8.263664958187749e-07,0.5,1.0,0.5,-1,1
